0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
40,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
41,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
42,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
43,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
44,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
45,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
46,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
47,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
48,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
49,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
50,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
51,Block,1,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
52,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
53,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
54,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
55,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,6,Face,3,Pattern,WhiteSquare,action,RotateRight
14,Block,6,Face,3,Pattern,WhiteSquare,action,RotateLeft
15,Block,6,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
16,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
17,Block,6,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
18,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
19,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
21,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
22,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
23,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
25,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
26,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
27,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
28,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
29,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
31,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
32,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
33,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
34,Block,2,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
35,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
36,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
37,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
38,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
39,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
40,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
41,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
42,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
43,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
44,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
45,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
5,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
6,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
7,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
8,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
9,Block,9,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
10,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
11,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
12,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
13,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
14,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
15,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
16,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
17,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
18,Block,9,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
19,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
20,Block,9,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
21,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
22,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
24,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,8,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
26,Block,8,Face,6,Pattern,BlackTopRightCornerSquare,action,RotateLeft
27,Block,8,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateRight
28,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
29,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
31,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
33,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
34,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateLeft
35,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
36,Block,6,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
37,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
38,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,6,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
40,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
41,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
43,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
44,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
45,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
46,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
47,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
48,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
49,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
50,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
51,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
52,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
53,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
54,Block,2,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
55,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
56,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
57,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
58,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
59,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
7,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
8,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
9,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
11,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
13,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
14,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
16,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
17,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
19,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
20,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
21,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
22,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
24,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
25,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
27,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
28,Block,2,Face,2,Pattern,WhiteSquare,action,RotateRight
29,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
30,Block,2,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
31,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
32,Block,2,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
33,Block,2,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateRight
34,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
35,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
36,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
37,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
38,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
40,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
41,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
42,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
7,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
8,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
9,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
11,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
12,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
13,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
14,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
15,Block,6,Face,2,Pattern,WhiteSquare,action,RotateRight
16,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
17,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
19,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
20,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
21,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
22,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
23,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
24,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
25,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
26,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
27,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
29,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
30,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
32,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
33,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
34,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
35,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
36,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
37,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
38,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
39,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
40,Block,1,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
41,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
42,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
43,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
44,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
45,Block,1,Face,5,Pattern,BlackSquare,action,RotateLeft
46,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
47,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
48,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
8,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
9,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
10,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
11,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
12,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
13,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
14,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
16,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
17,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
19,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
20,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
21,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
23,Block,4,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
24,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
27,Block,3,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
28,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
29,Block,3,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
30,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
31,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
33,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
34,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
35,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
36,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
37,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
38,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
40,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
41,Block,1,Face,3,Pattern,WhiteSquare,action,RotateLeft
42,Block,1,Face,3,Pattern,WhiteSquare,action,RotateRight
43,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
44,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
45,Block,1,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
46,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
47,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
48,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
49,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
50,Block,1,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
51,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
5,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
6,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
7,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
8,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
9,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
10,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
11,Block,8,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
12,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
13,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
15,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
17,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
18,Block,6,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
19,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
20,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
21,Block,6,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
22,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
23,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
25,Block,5,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
26,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
27,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
28,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
29,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
31,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
32,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
33,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
34,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
35,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
36,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
37,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
39,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
40,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
41,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
43,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
44,Block,1,Face,5,Pattern,BlackSquare,action,RotateRight
45,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
46,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
47,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
48,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
49,Block,1,Face,5,Pattern,BlackSquare,action,GoToFaceFive
50,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
51,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
52,Block,1,Face,4,Pattern,BlackSquare,action,RotateLeft
53,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
54,Block,1,Face,4,Pattern,BlackSquare,action,RotateRight
55,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
56,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
